,0
0,-0.2897896025963113
1,-0.2892514789464308
2,-0.2892578846934974
3,-0.28925465461448163
4,-0.28924934942296704
5,-0.2892547688462401
6,-0.28924929737974275
7,-0.2892559355037057
8,-0.2892508581220781
9,-0.2892542080646423
10,-0.2892530257737532
11,-0.2892491103122218
12,-0.2892528865497373
13,-0.2892569388019305
14,-0.2892514685602077
15,-0.28925673017973136
16,-0.28924998791048895
17,-0.2892517915302127
18,-0.28925207971902983
19,-0.28924959582877063
20,-0.28925563039024316
21,-0.2892507077551395
22,-0.289251082850348
23,-0.289251497978242
24,-0.2892496640696213
25,-0.28925824731854116
26,-0.2892497700866165
27,-0.2892527819475026
28,-0.2892489221682311
29,-0.2892528247846812
30,-0.28925118920139176
31,-0.28925102529502006
32,-0.28925501801389897
33,-0.2892505013285094
34,-0.28925763144777533
35,-0.2892520621453315
36,-0.28925294715039723
37,-0.2892535972844154
38,-0.28924936085409814
39,-0.2892543491776166
40,-0.2892531034741847
41,-0.28925216635929163
42,-0.2892508696732797
43,-0.28925786255126634
44,-0.2892539430455922
45,-0.28925374241421586
46,-0.28924978378367244
47,-0.2892517911740373
48,-0.28925142294336953
49,-0.28925482318574014
50,-0.28925313318275725
51,-0.2892538263258555
52,-0.28925440968993177
53,-0.2892529320175387
54,-0.2892505624454005
55,-0.28925654661453487
56,-0.2892515838107176
57,-0.289255842135406
58,-0.2892540559901634
59,-0.2892521104244042
60,-0.28925474000919926
61,-0.28925320248378195
62,-0.2892508498515525
63,-0.2892520937761901
64,-0.28925368379118016
65,-0.2892496412014699
66,-0.28924791579540776
67,-0.2892530085005226
68,-0.28925353102887674
69,-0.2892513068176844
70,-0.2892516293689888
71,-0.2892542432843879
72,-0.2892532733022288
73,-0.28924988644989597
74,-0.28924838350566706
75,-0.28925044309073766
76,-0.2892547818454374
77,-0.2892509375980739
78,-0.2892470950931002
79,-0.28924787108480005
80,-0.28925400296261083
81,-0.28924928723823745
82,-0.28924793424017586
83,-0.28925055282561835
84,-0.2892465583747898
85,-0.28924817111331996
86,-0.28925252531378604
87,-0.28925106118743577
88,-0.2892472146208277
89,-0.28924802521540305
90,-0.28925004454909065
91,-0.28924774528823793
92,-0.2892499090839923
93,-0.2892455672862335
94,-0.28925254440730347
95,-0.2892471858265632
96,-0.2892486277245974
97,-0.2892568771180472
98,-0.2892479226934893
99,-0.28924668538238485
100,-0.2892507875233667
101,-0.2892459499613894
102,-0.28925130268978766
103,-0.289247659400298
104,-0.2892446755219621
105,-0.2892514557798439
106,-0.28925616747974486
107,-0.2892489525938896
108,-0.28924782001483706
109,-0.28925136496990655
110,-0.28925333617302945
111,-0.289252811092615
112,-0.289247190408831
113,-0.2892461774760652
114,-0.2892497342909644
115,-0.28925130796161924
116,-0.28924518113836
117,-0.2892506174122987
118,-0.2892557586359526
119,-0.28924787042357475
120,-0.2892456533895358
121,-0.28925463260497186
